code,particle_size,particle_fraction
4511,1000.0,0.998
4511,2000.0,1.0
4512,2.0,0.107
4512,4.0,0.12
4512,8.0,0.138
4512,16.0,0.186
4512,32.0,0.401
4512,63.0,0.832
4512,125.0,0.874
4512,250.0,0.938
4512,500.0,0.987
4512,1000.0,0.998
4512,2000.0,1.0
4514,2.0,0.107
4514,4.0,0.12
4514,8.0,0.138
4514,16.0,0.186
4514,32.0,0.401
4514,63.0,0.832
4514,125.0,0.874
4514,250.0,0.938
4514,500.0,0.987
4514,1000.0,0.998
4514,2000.0,1.0
4520,2.0,0.007
4520,4.0,0.007
4520,8.0,0.007
4520,16.0,0.008
4520,32.0,0.009
4520,63.0,0.012
4520,125.0,0.104
4520,250.0,0.59
4520,500.0,0.909
4520,1000.0,0.985
4520,2000.0,1.0
4521,2.0,0.007
4521,4.0,0.007
4521,8.0,0.007
4521,16.0,0.008
4521,32.0,0.009
4521,63.0,0.012
4521,125.0,0.104
4521,250.0,0.59
4521,500.0,0.909
4521,1000.0,0.985
4521,2000.0,1.0
4522,2.0,0.007
4522,4.0,0.007
4522,8.0,0.007
4522,16.0,0.008
4522,32.0,0.009
4522,63.0,0.012
4522,125.0,0.104
4522,250.0,0.59
4522,500.0,0.909
4522,1000.0,0.985
4522,2000.0,1.0
4523,2.0,0.007
4523,4.0,0.007
4523,8.0,0.007
4523,16.0,0.008
4523,32.0,0.009
4523,63.0,0.012
4523,125.0,0.104
4523,250.0,0.59
4523,500.0,0.909
4523,1000.0,0.985
4523,2000.0,1.0
4530,2.0,0.268
4530,4.0,0.326
4530,8.0,0.411
4530,16.0,0.542
4530,32.0,0.709
4530,63.0,0.796
4530,125.0,0.832
4530,250.0,0.871
4530,500.0,0.969
4530,1000.0,0.996
4530,2000.0,1.0
4531,2.0,0.268
4531,4.0,0.326
4531,8.0,0.411
4531,16.0,0.542
4531,32.0,0.709
4531,63.0,0.796
4531,125.0,0.832
4531,250.0,0.871
4531,500.0,0.969
4531,1000.0,0.996
4531,2000.0,1.0
4532,2.0,0.268
4532,4.0,0.326
4532,8.0,0.411
4532,16.0,0.542
4532,32.0,0.709
4532,63.0,0.796
4532,125.0,0.832
4532,250.0,0.871
4532,500.0,0.969
4532,1000.0,0.996
4532,2000.0,1.0
4533,2.0,0.268
4533,4.0,0.326
4533,8.0,0.411
4533,16.0,0.542
4533,32.0,0.709
4533,63.0,0.796
4533,125.0,0.832
4533,250.0,0.871
4533,500.0,0.969
4533,1000.0,0.996
4533,2000.0,1.0
4540,4.0,0.196
4540,8.0,0.214
4540,16.0,0.242
4540,32.0,0.303
4540,63.0,0.467
4540,125.0,0.93
4540,250.0,0.998
4540,500.0,1.0
4540,1000.0,1.0
4540,2000.0,1.0
4541,4.0,0.196
4541,8.0,0.214
4541,16.0,0.242
4541,32.0,0.303
4541,63.0,0.467
4541,125.0,0.93
4541,250.0,0.998
4541,500.0,1.0
4541,1000.0,1.0
4541,2000.0,1.0
4542,4.0,0.196
4542,8.0,0.214
4542,16.0,0.242
4542,32.0,0.303
4542,63.0,0.467
4542,125.0,0.93
4542,250.0,0.998
4542,500.0,1.0
4542,1000.0,1.0
4542,2000.0,1.0
4543,4.0,0.196
4543,8.0,0.214
4543,16.0,0.242
4543,32.0,0.303
4543,63.0,0.467
4543,125.0,0.93
4543,250.0,0.998
4543,500.0,1.0
4543,1000.0,1.0
4543,2000.0,1.0
4544,4.0,0.196
4544,8.0,0.214
4544,16.0,0.242
4544,32.0,0.303
4544,63.0,0.467
4544,125.0,0.93
4544,250.0,0.998
4544,500.0,1.0
4544,1000.0,1.0
4544,2000.0,1.0
4550,1.0,0.354
4550,5.0,0.46
4550,10.0,0.558
4550,50.0,0.884
4550,250.0,0.96
4550,1000.0,1.0
4551,1.0,0.398
4551,5.0,0.498
4551,10.0,0.585
4551,50.0,0.912
4551,250.0,1.0
4551,1000.0,1.0
4552,1.0,0.307
4552,5.0,0.387
4552,10.0,0.584
4552,50.0,0.898
4552,250.0,0.999
4552,1000.0,1.0
4553,1.0,0.238
4553,5.0,0.288
4553,10.0,0.65
4553,50.0,0.839
4553,250.0,1.0
4553,1000.0,1.0
4560,1.0,0.354
4560,5.0,0.46
4560,10.0,0.558
4560,50.0,0.884
4560,250.0,0.96
4560,1000.0,1.0
4561,1.0,0.398
4561,5.0,0.498
4561,10.0,0.585
4561,50.0,0.912
4561,250.0,1.0
4561,1000.0,1.0
4562,1.0,0.238
4562,5.0,0.288
4562,10.0,0.65
4562,50.0,0.839
4562,250.0,1.0
4562,1000.0,1.0
4564,1.0,0.232
4564,5.0,0.313
4564,10.0,0.529
4564,50.0,0.842
4564,250.0,1.0
4564,1000.0,1.0
4570,1.0,0.071
4570,5.0,0.191
4570,10.0,0.316
4570,50.0,0.836
4570,250.0,0.966
4570,1000.0,1.0
4571,1.0,0.072
4571,5.0,0.163
4571,10.0,0.272
4571,50.0,0.812
4571,250.0,0.963
4571,1000.0,0.997
4572,1.0,0.145
4572,5.0,0.237
4572,10.0,0.315
4572,50.0,0.864
4572,250.0,0.973
4572,1000.0,1.0
4573,1.0,0.244
4573,5.0,0.336
4573,10.0,0.405
4573,50.0,0.814
4573,250.0,0.962
4573,1000.0,1.0
4574,1.0,0.222
4574,5.0,0.306
4574,10.0,0.395
4574,50.0,0.823
4574,250.0,0.938
4574,1000.0,1.0
4575,1.0,0.205
4575,5.0,0.273
4575,10.0,0.318
4575,50.0,0.54
4575,250.0,0.768
4575,1000.0,1.0
4580,1.0,0.069
4580,5.0,0.106
4580,10.0,0.111
4580,50.0,0.17
4580,250.0,0.402
4580,500.0,0.928
4580,1000.0,1.0
4581,1.0,0.067
4581,5.0,0.114
4581,10.0,0.121
4581,50.0,0.186
4581,250.0,0.403
4581,500.0,0.918
4581,1000.0,1.0
4582,1.0,0.153
4582,5.0,0.193
4582,10.0,0.218
4582,50.0,0.347
4582,250.0,0.528
4582,500.0,0.915
4582,1000.0,1.0
4583,1.0,0.042
4583,5.0,0.064
4583,10.0,0.065
4583,50.0,0.095
4583,250.0,0.268
4583,500.0,0.868
4583,1000.0,1.0
4590,2.0,0.24
4590,60.0,0.64
4590,200.0,0.85
4590,600.0,0.97
4590,2000.0,1.0
4591,2.0,0.24
4591,60.0,0.64
4591,200.0,0.85
4591,600.0,0.97
4591,2000.0,1.0
4592,2.0,0.24
4592,60.0,0.64
4592,200.0,0.85
4592,600.0,0.97
4592,2000.0,1.0
4600,2.0,0.24
4600,60.0,0.64
4600,200.0,0.85
4600,600.0,0.97
4600,2000.0,1.0
4601,2.0,0.24
4601,60.0,0.63
4601,200.0,0.84
4601,600.0,0.96
4601,2000.0,1.0
4602,2.0,0.24
4602,60.0,0.63
4602,200.0,0.84
4602,600.0,0.96
4602,2000.0,1.0
4610,2.0,0.24
4610,60.0,0.64
4610,200.0,0.85
4610,600.0,0.97
4610,2000.0,1.0
4611,2.0,0.24
4611,60.0,0.63
4611,200.0,0.84
4611,600.0,0.96
4611,2000.0,1.0
4612,2.0,0.24
4612,60.0,0.63
4612,200.0,0.84
4612,600.0,0.96
4612,2000.0,1.0
4620,2.0,0.24
4620,60.0,0.64
4620,200.0,0.85
4620,600.0,0.97
4620,2000.0,1.0
4621,2.0,0.24
4621,60.0,0.63
4621,200.0,0.84
4621,600.0,0.96
4621,2000.0,1.0
4622,2.0,0.24
4622,60.0,0.63
4622,200.0,0.84
4622,600.0,0.96
4622,2000.0,1.0
4650,2.0,0.01
4650,6.0,0.02
4650,20.0,0.03
4650,60.0,0.08
4650,200.0,0.21
4650,600.0,0.89
4650,2000.0,1.0
4651,2.0,0.01
4651,6.0,0.02
4651,20.0,0.03
4651,60.0,0.05
4651,200.0,0.23
4651,600.0,0.84
4651,2000.0,1.0
4660,2.0,0.04
4660,6.0,0.05
4660,20.0,0.07
4660,60.0,0.09
4660,200.0,0.25
4660,600.0,0.92
4660,2000.0,1.0
4661,2.0,0.03
4661,6.0,0.04
4661,20.0,0.05
4661,60.0,0.08
4661,200.0,0.21
4661,600.0,0.93
4661,2000.0,1.0
4670,2.0,0.07
4670,6.0,0.13
4670,20.0,0.37
4670,60.0,0.97
4670,200.0,0.99
4670,600.0,1.0
4670,2000.0,1.0
4671,2.0,0.09
4671,6.0,0.14
4671,20.0,0.35
4671,60.0,0.97
4671,200.0,1.0
4671,600.0,1.0
4671,2000.0,1.0
4672,2.0,0.18
4672,6.0,0.23
4672,20.0,0.44
4672,60.0,0.94
4672,200.0,0.99
4672,600.0,1.0
4672,2000.0,1.0
4673,2.0,0.14
4673,6.0,0.19
4673,20.0,0.4
4673,60.0,0.95
4673,200.0,0.97
4673,600.0,0.99
4673,2000.0,1.0
4680,2.0,0.473
4680,6.0,0.569
4680,20.0,0.736
4680,60.0,0.891
4680,200.0,0.984
4680,600.0,0.999
4680,2000.0,1.0
4681,2.0,0.544
4681,6.0,0.637
4681,20.0,0.803
4681,60.0,0.888
4681,200.0,0.977
4681,600.0,0.999
4681,2000.0,1.0
4690,1.0,0.174
4690,2.0,0.232
4690,50.0,0.762
4690,100.0,0.923
4690,250.0,0.995
4690,500.0,0.999
4690,2000.0,1.0
4700,1.0,0.265
4700,2.0,0.331
4700,50.0,0.884
4700,100.0,0.965
4700,250.0,0.995
4700,500.0,0.998
4700,2000.0,1.0
4710,1.0,0.094
4710,2.0,0.128
4710,50.0,0.492
4710,100.0,0.802
4710,250.0,0.991
4710,500.0,0.996
4710,2000.0,0.999
4720,1.0,0.04
4720,2.0,0.046
4720,50.0,0.091
4720,100.0,0.295
4720,250.0,0.746
4720,500.0,0.899
4720,2000.0,0.998
4750,,
4760,,
4770,2.0,0.24
4770,20.0,0.5
4770,200.0,0.87
4770,2000.0,0.98
4780,2.0,0.26
4780,20.0,0.51
4780,200.0,0.91
4780,2000.0,0.98
4790,2.0,0.27
4790,20.0,0.32
4790,200.0,0.7
4790,2000.0,0.99
4791,2.0,0.23
4791,20.0,0.27
4791,200.0,0.75
4791,2000.0,0.98
4800,2.0,0.24
4800,20.0,0.5
4800,200.0,0.87
4800,2000.0,0.98
4801,2.0,0.24
4801,20.0,0.5
4801,200.0,0.87
4801,2000.0,0.98
4810,100.0,0.02
4810,250.0,0.13
4810,500.0,0.48
4810,1000.0,0.99
4810,2000.0,1.0
4870,,
4880,,
4881,,
4890,,
4910,,
4920,,
4921,,
4922,,
4923,,
4940,250.0,0.362
4940,500.0,0.62
4940,700.0,0.842
4940,1400.0,1.001
4941,250.0,0.348
4941,500.0,0.591
4941,700.0,0.838
4941,1400.0,1.001
4950,20.0,0.1
4950,150.0,0.5
4950,300.0,0.6
4950,2000.0,1.0
4960,,
