particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
1.0,,C4,2000.0,"thermic, coated typic Quartzipsamment",,1.54,,"Lillington, NC, USA",1054,undisturbed,,,,152.0,,,sand,,,Lakeland,,4176.0,122.0
0.02,,Ap,2.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.07,,Ap,50.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.112,,Ap,125.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.34,,Ap,250.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.725,,Ap,500.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.972,,Ap,1000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
1.0,,Ap,2000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1060,undisturbed,,,,20.0,,,sand,,,Lakeland,,852.0,0.0
0.04,,C1,2.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.09,,C1,50.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.128,,C1,125.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.34,,C1,250.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.706,,C1,500.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.962,,C1,1000.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
1.0,,C1,2000.0,"thermic, coated typic Quartzipsamment",,1.59,,"Hoffman, NC, USA",1061,undisturbed,,,,38.0,,,sand,,,Lakeland,,698.0,20.0
0.07,,C2,2.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.12,,C2,50.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.147,,C2,125.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.327,,C2,250.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.679,,C2,500.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.951,,C2,1000.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
1.0,,C2,2000.0,"thermic, coated typic Quartzipsamment",,1.56,,"Hoffman, NC, USA",1062,undisturbed,,,,76.0,,,loamy sand,,,Lakeland,,1043.0,38.0
0.04,,C3,2.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.07,,C3,50.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.098,,C3,125.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.307,,C3,250.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.647,,C3,500.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.913,,C3,1000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
1.0,,C3,2000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Hoffman, NC, USA",1063,undisturbed,,,,152.0,,,sand,,,Lakeland,,1654.0,76.0
0.022,,Ap,2.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.072,,Ap,50.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.14,,Ap,125.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.36,,Ap,250.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.599,,Ap,500.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.882,,Ap,1000.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
1.0,,Ap,2000.0,"thermic, coated typic Quartzipsamment",,1.46,,"Laurinburg, NC, USA",1070,undisturbed,,,,15.0,,,sand,,,Lakeland,,2400.0,0.0
0.047,,C1,2.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.082,,C1,50.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.119,,C1,125.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.297,,C1,250.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.53,,C1,500.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.84,,C1,1000.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
1.0,,C1,2000.0,"thermic, coated typic Quartzipsamment",,1.62,,"Laurinburg, NC, USA",1071,undisturbed,,,,30.0,,,sand,,,Lakeland,,475.0,15.0
0.053,,C2,2.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.075,,C2,50.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.109,,C2,125.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.286,,C2,250.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.485,,C2,500.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.773,,C2,1000.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
1.0,,C2,2000.0,"thermic, coated typic Quartzipsamment",,1.6,,"Laurinburg, NC, USA",1072,undisturbed,,,,71.0,,,sand,,,Lakeland,,1397.0,30.0
0.03,,C3,2.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.036,,C3,50.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.056,,C3,125.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.187,,C3,250.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.38,,C3,500.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.703,,C3,1000.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
1.0,,C3,2000.0,"thermic, coated typic Quartzipsamment",,1.59,,"Laurinburg, NC, USA",1073,undisturbed,,,,91.0,,,sand,,,Lakeland,,2086.0,71.0
0.025,,C4,2.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.027,,C4,50.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.049,,C4,125.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.16,,C4,250.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.371,,C4,500.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.723,,C4,1000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
1.0,,C4,2000.0,"thermic, coated typic Quartzipsamment",,1.55,,"Laurinburg, NC, USA",1074,undisturbed,,,,112.0,,,sand,,,Lakeland,,3672.0,91.0
0.053,,C5,2.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.059,,C5,50.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.073,,C5,125.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.186,,C5,250.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.421,,C5,500.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.844,,C5,1000.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
1.0,,C5,2000.0,"thermic, coated typic Quartzipsamment",,1.57,,"Laurinburg, NC, USA",1075,undisturbed,,,,150.0,,,sand,,,Lakeland,,2808.0,112.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1080,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1080,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1080,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1081,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1081,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1081,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1082,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1082,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1082,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1083,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1083,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1083,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1084,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1084,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1084,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1085,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1085,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1085,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1086,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1086,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1086,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.07,,Ap,2.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1087,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.27,,Ap,50.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1087,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
1.0,,Ap,2000.0,Typic Paleudult,,1.7,,"Shorter, AL, USA",1087,disturbed,,,1984,18.0,,,sandy loam,,,Norfolk,,23.7,0.0
0.05,,Ap,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.215,,Ap,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.349,,Ap,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.573,,Ap,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.814,,Ap,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.971,,Ap,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
1.0,,Ap,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.59,,"Lillington, NC, USA",1090,undisturbed,,,,25.0,,,loamy sand,,,Norfolk,,86.4,0.0
0.16,,B1,2.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.33,,B1,50.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.405,,B1,125.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.564,,B1,250.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.782,,B1,500.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.977,,B1,1000.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
1.0,,B1,2000.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.63,,"Lillington, NC, USA",1091,undisturbed,,,,51.0,,,sandy loam,,,Norfolk,,74.9,25.0
0.28,,B2,2.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.425,,B2,50.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.486,,B2,125.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.62,,B2,250.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.789,,B2,500.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.954,,B2,1000.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
1.0,,B2,2000.0,"fine-loamy, siliceous, thermic Typic Paleudults",,1.6,,"Lillington, NC, USA",1092,undisturbed,,,,97.0,,,sandy clay loam,,,Norfolk,,5.53,51.0
0.053,,Ap,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.112,,Ap,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.169,,Ap,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.397,,Ap,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.75,,Ap,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.985,,Ap,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
1.001,,Ap,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.74,,"Blackville, SC, USA",1100,undisturbed,,,,27.0,,,sand,,,Norfolk,,,0.0
0.114,,A2,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.197,,A2,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.249,,A2,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.477,,A2,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.795,,A2,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.987,,A2,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.999,,A2,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.83,,"Blackville, SC, USA",1101,undisturbed,,,,38.0,,,sandy loam,,,Norfolk,,,27.0
0.223,,B1,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.303,,B1,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.35,,B1,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.556,,B1,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.819,,B1,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.991,,B1,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
1.0,,B1,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.71,,"Blackville, SC, USA",1102,undisturbed,,,,53.0,,,sandy clay loam,,,Norfolk,,,38.0
0.291,,B21t,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.348,,B21t,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.383,,B21t,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.566,,B21t,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.835,,B21t,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.989,,B21t,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.999,,B21t,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.56,,"Blackville, SC, USA",1103,undisturbed,,,,107.0,,,sandy clay loam,,,Norfolk,,,53.0
0.297,,B22t,2.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.319,,B22t,50.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.347,,B22t,125.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.516,,B22t,250.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.824,,B22t,500.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.995,,B22t,1000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
1.0,,B22t,2000.0,"fine-loamy, siliceous, thermic Typic Paleudult",,1.63,,"Blackville, SC, USA",1104,undisturbed,,,,152.0,,,sandy clay loam,,,Norfolk,,,107.0
0.011,,Ap,2.0,fine-loamy siliceous thermic Plinthic Paleudult,,1.69,,"Blackville, SC, USA",1110,undisturbed,,,,18.0,,,sand,,,Dothan,,,0.0
0.116,,Ap,50.0,fine-loamy siliceous thermic Plinthic Paleudult,,1.69,,"Blackville, SC, USA",1110,undisturbed,,,,18.0,,,sand,,,Dothan,,,0.0
