particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
0.213,,Ap,10.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.37,,Ap,20.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.88,,Ap,50.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.988,,Ap,100.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.993,,Ap,200.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.997,,Ap,500.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.99,,Ap,1000.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
1.0,,Ap,2000.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
0.133,,A/B,2.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.26,,A/B,10.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.42,,A/B,20.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.91,,A/B,50.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.993,,A/B,100.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.996,,A/B,200.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.998,,A/B,500.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.999,,A/B,1000.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
1.0,,A/B,2000.0,Typic Hapludalf,0.32,1.43,,"Edingen, Belgium",4091,undisturbed,3.5,17.0,3/21/1986,65.0,,78.8,silt loam,,,Edingen II,,821.5,45.0
0.163,,B2g,2.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.27,,B2g,10.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.435,,B2g,20.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.903,,B2g,50.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.988,,B2g,100.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.995,,B2g,200.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.998,,B2g,500.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.999,,B2g,1000.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
1.0,,B2g,2000.0,Typic Hapludalf,0.31,1.47,,"Edingen, Belgium",4092,undisturbed,3.5,17.0,3/21/1986,85.0,,78.8,silt loam,,,Edingen II,,864.0,65.0
0.11,,Ap,2.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.215,,Ap,10.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.255,,Ap,20.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.469,,Ap,50.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.83,,Ap,100.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.977,,Ap,200.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.998,,Ap,500.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.999,,Ap,1000.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
1.0,,Ap,2000.0,Typic Udifluvent,1.53,1.64,,"Bergen op Zoom, Netherlands",4100,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder I,,37.3,0.0
0.163,,C1,2.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.263,,C1,10.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.315,,C1,20.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.584,,C1,50.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.945,,C1,100.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.991,,C1,200.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.99,,C1,500.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.99,,C1,1000.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
1.0,,C1,2000.0,Typic Udifluvent,0.77,1.5,,"Bergen op Zoom, Netherlands",4101,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,loam,,,BoZ polder I,,9.28,25.0
0.183,,C2,2.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.278,,C2,10.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.333,,C2,20.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.6,,C2,50.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.957,,C2,100.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.997,,C2,200.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
1.0,,C2,500.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
1.0,,C2,1000.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
1.0,,C2,2000.0,Typic Udifluvent,0.44,1.53,,"Bergen op Zoom, Netherlands",4102,undisturbed,3.0,17.5,3/26/1986,,,86.7,loam,,,BoZ polder I,,106.0,
0.11,,Ap,2.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.183,,Ap,10.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.238,,Ap,20.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.454,,Ap,50.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.853,,Ap,100.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.983,,Ap,200.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.999,,Ap,500.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
1.0,,Ap,1000.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
1.0,,Ap,2000.0,Typic Udifluvent,1.35,1.51,,"Bergen op Zoom, Netherlands",4110,undisturbed,3.0,17.5,3/26/1986,25.0,,86.7,sandy loam,,,BoZ polder II,,240.6,0.0
0.12,,C1,2.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.225,,C1,10.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.26,,C1,20.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.48,,C1,50.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.85,,C1,100.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.979,,C1,200.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.998,,C1,500.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
1.0,,C1,1000.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
1.0,,C1,2000.0,Typic Udifluvent,1.29,1.66,,"Bergen op Zoom, Netherlands",4111,undisturbed,3.0,17.5,3/26/1986,80.0,,86.7,sandy loam,,,BoZ polder II,,2.5,25.0
0.158,,C2,2.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.213,,C2,10.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.243,,C2,20.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.446,,C2,50.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.945,,C2,100.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.998,,C2,200.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
1.0,,C2,500.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
1.0,,C2,1000.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
1.0,,C2,2000.0,Typic Udifluvent,0.31,1.48,,"Bergen op Zoom, Netherlands",4112,undisturbed,3.0,17.5,3/26/1986,100.0,,86.7,sandy loam,,,BoZ polder II,,46.7,80.0
0.508,,Ap,2.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.669,,Ap,10.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.788,,Ap,20.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.858,,Ap,50.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.96,,Ap,100.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.991,,Ap,200.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.995,,Ap,500.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.998,,Ap,1000.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
1.0,,Ap,2000.0,Typic Udifluvent,2.58,1.24,,"Kalloo (Antwerp), Belgium",4120,undisturbed,3.0,17.5,4/17/1986,23.0,,86.7,clay,,,Kalloo polder,,50.8,0.0
0.532,,C1,2.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.756,,C1,10.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.876,,C1,20.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.914,,C1,50.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.948,,C1,100.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.967,,C1,200.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.978,,C1,500.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.986,,C1,1000.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
1.0,,C1,2000.0,Typic Udifluvent,1.39,1.11,,"Kalloo (Antwerp), Belgium",4121,undisturbed,3.0,17.5,4/17/1986,46.0,,86.7,clay,,,Kalloo polder,,53.19,23.0
0.054,,Ap,2.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.073,,Ap,10.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.094,,Ap,20.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.182,,Ap,50.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.301,,Ap,100.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.622,,Ap,200.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.968,,Ap,500.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.989,,Ap,1000.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
1.0,,Ap,2000.0,Arenic Haplohumod,2.67,1.48,,"Poppel (Antwerp), Belgium",4130,undisturbed,3.0,17.5,4/22/1986,30.0,,86.7,loamy sand,,,Poppel,,60.09,0.0
0.043,,B2,2.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.044,,B2,10.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.048,,B2,20.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.061,,B2,50.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.219,,B2,100.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.672,,B2,200.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.976,,B2,500.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.995,,B2,1000.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
1.0,,B2,2000.0,Arenic Haplohumod,0.45,1.61,,"Poppel (Antwerp), Belgium",4131,undisturbed,3.0,17.5,4/22/1986,43.0,,86.7,sand,,,Poppel,,10.99,30.0
0.068,,B3,2.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.071,,B3,10.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.076,,B3,20.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.106,,B3,50.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.483,,B3,100.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.862,,B3,200.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.971,,B3,500.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.995,,B3,1000.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
1.0,,B3,2000.0,Arenic Haplohumod,0.14,1.71,,"Poppel (Antwerp), Belgium",4132,undisturbed,3.0,17.5,4/22/1986,68.0,,86.7,sand,,,Poppel,,79.79,43.0
0.035,,Ap,2.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.048,,Ap,10.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.06,,Ap,20.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.124,,Ap,50.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.242,,Ap,100.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.7,,Ap,200.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.983,,Ap,500.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.998,,Ap,1000.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
1.0,,Ap,2000.0,Typic Haplorthod,2.2,1.36,,"Retie, Belgium",4140,undisturbed,3.0,17.5,4/24/1986,33.0,,86.5,sand,,,Retie,,451.0,0.0
0.033,,A/B,2.0,Typic Haplorthod,0.98,1.39,,"Retie, Belgium",4141,undisturbed,3.0,17.5,4/24/1986,63.0,,86.5,sand,,,Retie,,372.0,33.0
0.043,,A/B,10.0,Typic Haplorthod,0.98,1.39,,"Retie, Belgium",4141,undisturbed,3.0,17.5,4/24/1986,63.0,,86.5,sand,,,Retie,,372.0,33.0
