particle_density,texture,porosity,series,conductivity,depth_lower,OM_content,k_sat,theta_sat,pH,location,depth_upper,code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,31.0,0.131
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,32.0,0.116
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,33.0,0.108
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,34.0,0.1
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,36.0,0.088
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,20.0,0.249
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,22.0,0.233
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,22.0,0.231
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,24.0,0.21
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,27.0,0.188
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,28.0,0.174
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,29.0,0.17
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,30.0,0.154
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,31.0,0.145
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,31.0,0.142
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,36.0,0.096
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4941,0.0,0.0,0.0,0.348,0.591,0.9078571428571428,1.0,1.81,38.0,0.086
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.87,88.992,0.418,7.2,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.75,6.99,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.62,95.8,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.53,52.5,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.26,18.8,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.54,164.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.46,4.1,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.42,5.44,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.44,13.6,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.18,143.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.58,442.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.73,24.1,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.34,138.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.46,123.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.65,338.7,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.18,121.7,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.36,30.9,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.32,13.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.49,29.1,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.42,92.9,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.6,318.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.5,88.992,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.2,90.1,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.96,21.89,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.32,821.5,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.31,864.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.53,37.3,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.77,9.28,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.44,106.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.35,240.6,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.29,2.5,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.31,46.7,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.45,10.99,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.14,79.79,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.98,372.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.18,175.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.88,110.0,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.2,83.60000000000001,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.07,1.06,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.56,5.42,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.07,37.7,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.92,47.3,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.33,49.09,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.26,32.3,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.47,48.6,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.37,60.6,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.27,358.90000000000003,0.418,7.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.9,88.992,0.418,4.6000000000000005,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.3,88.992,0.418,4.6000000000000005,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.2,88.992,0.418,5.0,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.1,88.992,0.418,4.8,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.3,88.992,0.418,4.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.3,88.992,0.418,4.8,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.2,88.992,0.418,4.8,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.9,88.992,0.418,5.9,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.4,88.992,0.418,6.3,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,0.3,88.992,0.418,5.0,23.0,30.0,,,,,,,,,,,
2.65,12.0,0.44,33.0,1.656,61.0,1.3,88.992,0.418,4.5,23.0,30.0,,,,,,,,,,,
